名稱,人名ID,姓名,出生時間,辭世時間,字,號,原名,姓,諱名,筆名,幼名,學名,譜名,別號,居室名,泮名,共同筆名,其它名稱,翻譯的語言別,原民族群,祖籍,原籍,籍貫,出生地,辭世地點,性別,理論,作家簡介,圖像預覽,引用自,圖像權利註記,網站顯示區域,提要撰寫,朝代,年號,作品出處,宗教信仰,稱譽,當代相關研究,族群,維基數據,虛擬國際權威檔案,資料外部連結,備註,原始資料,最後修改時間,url
,PER1115,王家祥,1966/4/20,0000-00-00,,,,,,"雲水
李詳",,,,,,,,,,,,,臺灣高雄,,,男,,王家祥，男，筆名雲水、李詳，籍貫臺灣高雄，1966年4月20日生。中興大學森林系林學組肄業。曾任《臺灣時報》副刊主編，現專事寫作及繪畫，並且積極投入環保相關運動。曾獲時報文學獎散文類評審獎、聯合報文學獎極短篇小說獎、吳濁流文學獎小說獎佳作、賴和文學獎、五四獎青年文學獎等獎項。王家祥創作文類以散文及小說為主，兼及兒童文學。其散文以觀察自然生態、土地風貌、荒野經驗的自然文學為主，提倡自然保育思想，尋找人與自然的新關係；小說則以臺灣土地為背景，對臺灣深山及淺山環境風貌的描寫極為細膩，並且長期而大量的閱讀歷史資料、旅行、田野調查親自印證而構成的歷史小說，除此之外，也揭示現代人潛藏的焦慮與不安，寫出實驗性質強的心理小說。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER1115
,PER1116,王家誠,1932/2/19,2012/7/26,,,,,,,,,,,,,,雲野,,,,,遼寧遼陽,,,男,,王家誠，男，別號雲野，籍貫遼寧遼陽，1932年1月14日（農曆）生，1948年12月來臺，2012年7月26日辭世，享年81歲。臺灣師範大學藝術系畢業。曾任中學教師、臺灣藝術專科學校美術科助教，成功大學建築系、都市計劃系兼任副教授，臺南師範學院教授，省立臺灣美術館審查及典藏委員。曾獲中山文藝傳記文學獎。王家誠創作文類有論述、散文、小說、傳記與兒童文學。早年從事小說創作，頗受存在主義、精神分析學影響；散文則偏重生民體驗、生活理念的表現，以誠摯、幽默的筆觸，於混亂、繁忙的現實中，尋覓出一片恬淡寧靜的天地。後寫作重心轉為藝術家傳記，以文學手法推介當代的文人畫家，《溥心畬傳》、《畫壇奇才張大千》為其代表作，亦有面向兒童的作品，如：《臺灣美術家──郭柏川》等。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER1116
,PER1117,王振漢,,,,,,,,"震撼
山農",,,,,,,,,,,,,福建金門,,,男,,王振漢，男，筆名震撼、山農，籍貫福建金門，1956年10月21日生。臺灣師範大學國文系畢業，臺灣師範大學暑修國文系、銘傳大學公共事務學系碩士。曾任金門金城國中教學組長、金門快報組副組長，現任教於金門金城國中。曾獲金門文藝金像獎散文類銀像獎、金門縣教師心得寫作競賽優等獎。王振漢創作文類以散文為主。更是發掘整理金門文史的工作者，創作題材以其對金門的感情出發，細膩的筆觸，串聯起金門文史的寶貴記憶。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER1117
,PER1118,王書川,1920/2/18,2007/7/25,,,,,,"逸翁
李川
黎川
王北峪
諸葛長風
齊魯",,,,,,,,"北塔山人
齊魯逸翁",,,,,山東淄博,,,男,,王書川，男，別號北塔山人、齊魯逸翁，筆名李川、黎川、王北峪、諸葛長風、齊魯、逸翁，籍貫山東淄博，1919年12月29（農曆）日生，1950年冬來臺，2007年7月25日辭世，享年88歲。山東洗凡高等學校（現山東省淄博第一中學）畢業。曾任浙江省四明縣代縣長、高雄市第三、四、五屆議員、高雄市中國晚報社總經理、國泰人壽企業集團祕書長。曾創辦中國聯合通訊社、新創作出版社、主編《浙東日報》、《浙海日報》副刊，並為中國作家藝術家聯盟祕書長、中國文藝協會監事、中國作家協會理事、中華民國青溪新文藝學會理事。王書川創作文類有散文、小說，兼及傳記。在散文方面，以清新、樸實的筆觸，描寫人間的悲歡離合，特別是戰亂慘痛的回憶，晚年更著意表現啟迪人生的哲理。小說方面，以戰爭為背景，以愛情和忠奸為內容，傾向寫實主義，但不刻意製造懸疑，敘述自然。王書川自五○年代參與南部文壇的藝文創作與活動逾半世紀，晚年仍持續寫作，參與文藝活動。在病痛纏身之際，仍創作不輟，其對創作之熱情與堅持，令人敬佩。自傳性回憶錄《落拓江湖》，通過他個人的親身經歷，不僅紀錄一生的奮鬥過程，也為他所處的時代留下珍貴的紀錄。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER1118
,PER5813,王泰澤,1939-00-00,,,,,,,,,,,,,,,,,,,,,屏東縣萬丹鄉,,,,1939年出生於屏東縣萬丹鄉，1961年國立台灣大學化學系畢業，1999年退休而專事寫作，2004年發表長篇小說《母語踏腳行》,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER5813
,PER5572,王浩一,1956-10-00,,,,,,,,,,,,,,,,,,,,南投,南投,,男,,王浩一，男，1956年10月生於南投。成功大學數學系肄業。曾任孜展企業有限公司副總經理，美商世蓮公司總經理，高雄醫學大學經典文化領域兼任講師，並為臺南市政府珍貴老樹保護專員及臺南市文化創意產業發展諮詢委。現任俠客行文創公司董事長、公共電視「浩克漫遊」文化旅遊節目主持人。作品曾入選「開卷」美好生活書，並曾入選講義雜誌年度最佳美食作家。王浩一的創作文類包含論述、詩、散文。論述領域為易經與臺南地方建築歷史研究，散文則多臺南地方書寫及飲食生活札記。其文字輕快而靈動，善以易經詮釋歷史人物、事件，抑或透過地方景物勾勒出臺南歷史悠久的人文風貌，於建築、飲食、地理皆有所涉獵，行文延伸領域廣博。,,,,,,,,,,,,,,,,,王浩一，男，1956年10月生於南投。,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER5572
,PER1119,王浩威,1960/3/4,0000-00-00,,,,,,"譚石
拉非亞",,,,,,,,,,,,,臺灣南投,,,男,,王浩威，男，筆名譚石、拉非亞，籍貫臺灣南投，1960年3月4日生。高雄醫學院醫學系畢業。曾任臺大醫院、慈濟醫院、和信醫院精神科主治醫師，臺灣醫聯盟醫學雜誌總編輯，《島嶼邊緣》雜誌發行人，《南方雜誌》、《臺灣新文化》、《海峽》編輯委員，為臺灣筆會副會長、臺北市文化基金會董事。現任華人心理治療研究發展基金會執行長、心靈工作室負責人。曾獲吳魯芹散文獎、時報文學新詩甄選獎、大專文學獎等獎項。王浩威創作文類包括詩、散文、文化評論。其試圖將精神醫學的專業知識、心理分析的臨床經驗，結合本身對社會人文的關懷，使理性與感性融為一體，在心裡世界中尋找人類真實，寫出生命裡的種種慾望、徬徨和挫折。編有精神分析、心理治療及心理衛生書籍十餘本。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER1119
,PER5573,王浩翔,"1981-10-00
1981-10-03",,,,,,,,,,,,,,,,,,,,,高雄,,男,,王浩翔，男，筆名白露，1981年10月3日生於高雄。成功大學中文系畢業，成功大學中文所碩士。曾任成功大學行政助理，嘉義大學、屏東教育大學兼任華語教師，新北市政府稅捐稽徵處助理員。曾獲鳳凰樹文學獎、南瀛文學獎、全國學生文學獎、全國臺灣文學營創作獎、鳳邑文學獎、彭邦楨紀念詩獎、耕莘文學獎、菊島文學獎、全國優秀青年詩人獎、教育部文藝創作獎等獎項。王浩翔創作文類以詩為主。高中時為古典詩學社成員，自大學開始寫作現代詩，其詩反映社會的變遷與特徵。《驛度空間》以高雄鐵道作為地誌書寫的主軸，述寫歷史情感與時代脈動，刻畫時間流轉下的城市影像與生命疊影。《愛字旁的》則以細膩筆觸述寫情欲心靈，詩人藉以知性及抽離的視角，從含蓄情感開始，再從沉鬱心境寫到肉體的感官解放，帶領讀者漫遊或愉悅，或憂傷，或困惑，或失落──多有感悟的情感世界。另外，王浩翔亦從事現代詩之論評及編選，編有《條碼空隙》、《織錦入春闈──現代詩精選讀本》。,,,,,,,,,,,,,,,,,王浩翔，男，筆名白露，1981年10月3日生於高雄。,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER5573
,PER6969,王素滿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER6969
,PER1128,王逢吉,1918/10/23,0000-00-00,,,,,,"彤
逢吉",,,,,,,,仲元,,,,,漢口市,,,男,,王逢吉，男，曾用筆名彤、逢吉，別號仲元，籍貫漢口市，1918年10月23日生，1947年來臺。四川國立社會教育學院畢業。曾任政治部中國電影製片廠電影隊編導、漢口市青年館藝術設計員，1944年開始從事教育工作，持續四十餘年，曾任嘉義女中教師兼教務主任、臺中師範學院教授等，並為臺灣省文藝作家協會理事、北加州洛杉磯華文作家協會顧問。現已退休，旅居美國。王逢吉創作文類有論述、詩、散文及小說。早年從事文學理論的研究，後由語文教學研究進入中國哲學及思想史範疇。他以一系列有關人生境界的哲理散文，廣獲讀者喜愛及好評，《人生之智慧》一書是其代表作，表現出作者在坎坷不平、多災多難的大時代經驗，及在憂患重重的困境中對人生的體悟。小說有以自身經歷寫成的回憶錄體小說，也描寫故人舊事以及大動亂時代一些小人物的愛情故事。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER1128
,PER7614,王唯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER7614
,PER5574,王國安,"1979-08-00
1979-08-20",,,,,,,,,,,,,,,,,,,,,屏東,,男,,王國安，男，1979年8月20日生於屏東。高雄師範大學教育學系畢業，高雄師範大學國文所碩士，中山大學中文所博士。曾任中正國防幹部預備學校國文科教師、屏東科技大學通識教育中心助理教授。現任屏東科技大學通識教育中心副教授，為屏東阿緱文學會成員。曾獲巫永福文學評論獎、西灣文學獎藝文評論組首獎。王國安創作文類以論述為主。其論述常以現代詩與當代小說為研究文本，善於探析作品的主題及藝術表現，透過文學史觀的視野，針對影響文學的外緣（政治、經濟、媒體）和內緣（文學脈流的傳承）因素，進行作家及作品的比較、歸納，關注臺灣文化與文學的後現代徵象與發展，在清晰的論述架構中，表現出對當代社會的關懷。,,,,,,,,,,,,,,,,,王國安，男，1979年8月20日生於屏東。,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER5574
,PER7384,王培樹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER7384
,PER6770,王惟慎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER6770
,PER1122,王敏銓,1967-00-00,0000-00-00,,,,,,,,,,,,,,,,,,,臺灣臺中,,,男,,王敏銓，男，籍貫臺灣臺中，1967年生。臺灣大學法律系畢業，東吳大學法律系碩士、美國哈佛大學法學碩士，史丹福大學法律科學博士。曾任美國約翰馬歇爾法學院客座教授，現任教於交通大學法律科技系。王敏銓創作文類以小說為主。中學時即開始創作，題材均觸及人性底層，語言描述首重感覺，其次才是意念的詮釋，注重個體生命的遭遇和感受。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER1122
,PER1125,王淑芬,1961/5/9,0000-00-00,,,,,,之襄,,,,,,,,,,,,,臺灣臺南,,,女,,王淑芬，女，筆名之襄，籍貫臺灣臺南，1961年5月9日生。臺灣師範大學畢業。曾任國小教務主任、輔導主任，現任國小美勞教師。曾獲教育部文藝創作獎、臺灣省教育廳兒童文學獎、洪建全兒童文學獎、海峽兩岸少年小說童話徵文優等獎、「好書大家讀」年度優選少年兒童讀物獎、信誼幼兒文學獎。王淑芬創作文類以兒童文學為主，包括少兒詩、少兒散文、少兒小說，內容多為少年兒童真實生活故事，風格諧趣，對現行教育體制多所嘲諷。其童話書寫中處處可見創意想像，讓現實社會中多了歡樂夢想和赤子情懷。近年來在各地推展「兒童閱讀」、「手工書」，以「班級讀書會」、「親子閱讀」、「手工書在教學上之應用」等為題演講示範。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER1125
,PER1172,王淑美,1937/8/17,0000-00-00,,,,,,阿美,,,,,,,,,,,,,臺灣屏東,,,女,,王淑美，女，筆名阿美，籍貫臺灣屏東，1937年8月17日生。屏東女中畢業。曾任職於國防部女青年工作隊。現已退休。王淑美創作文類以散文為主。描述於女青年隊工作的經歷與得失，語句平實，敘述真切，為軍旅創作文類留下特別的紀錄。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER1172
,PER7343,王淳美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER7343
,PER1123,王添源,,,,,,,,,,,,,,,,,,,,,臺灣嘉義,,,男,,王添源，男，1954年7月27日生於嘉義，2009年11月6日辭世，得年56歲。輔仁大學英文系畢業，淡江大學西洋語文所碩士，廈門大學歷史系博士。曾任書林出版公司主編、文鶴出版公司總編輯、東吳大學英文系講師，現任台明文化社長兼總編輯、中國青年寫作協會理事長。1986年曾獲第九屆時報文學獎新詩評審獎。王添源的創作文類以詩為主。他的自由詩，音韻鏗鏘急疏有致，對現實進行深刻的批判與省思；他的十四行詩，則以精省的篇幅、周密的思維，進行各種詩思與形式的實驗。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER1123
,PER1124,王清春,1946-00-00,0000-00-00,,,,,,,,,,,,,,,,,,,臺灣彰化,,,男,,王清春，男，籍貫臺灣彰化，1946年生。中國文化大學戲劇系畢業。曾任基隆中山國小教師、臺灣省文藝作家協會基隆分會理事長、中華民國青溪學會基隆市分會理事。曾獲教育部文藝創作獎、教育部電視劇本創作獎、中國語文獎章、全省特殊優良教師與全國優秀青年代表。王清春創作文類以劇本為主。筆下素材古今皆具，或取古代將相為主角，以現代手法鋪陳展演，重新詮釋，或採當代社會現象入於劇中，演繹家庭倫理，寓人情世故於其中，希冀能以戲劇達到勸化人心，改善社會風氣之效。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER1124
,PER1126,王盛弘,,,,,,,,,,,,,,,,,,,,,臺灣彰化,,,男,,王盛弘，男，籍貫臺灣彰化，1970年3月30日生。輔仁大學大眾傳播學系畢業，臺北教育大學臺灣文化研究所肄業。歷任《聯合報綜藝新聞中心》、《中央日報副刊》編輯。現任《聯合報》副刊編輯。曾獲國科會科普散文獎、時報文學獎、臺北文學獎寫作年金、梁實秋文學獎、王世勛文學新人獎、教育部文藝創作獎、臺灣省文學獎等獎項。王盛弘創作文類以散文為主。題材多變，早年以鄉土與成長童年記趣為主題，其後於性別議題、自然草木、議論散文、旅遊文學等題材上均有所開展，作品中常見對花卉草木之獨特觀察，別具一格。陳冠學論其作品「宛若遊龍，驅遣自如，論事析理，別有一番筆法」。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER1126
,PER1129,王章陵,1927/3/23,0000-00-00,,,,,,,,,,,,,,,,,,,湖南郴縣,,,男,,王章陵，男，籍貫湖南郴縣，1927年3月23日生，1953年來臺迄今。政治大學東亞研究所畢業。曾任明志工業專科學校兼任副教授、政治大學國際關係研究中心特約研究員、臺灣大學政治系副教授。現已退休。曾獲中山文藝創作獎、中華文化復興委員會特設中正文化獎金優良著作獎。王章陵創作文類以論述為主。長期研究中共的文藝思潮，致力於對中共文藝政策及大陸文藝思潮的評述。,,,,,,,,,,,,,,,,,,,https://nmtl.daoyidh.com/zh-tw/main/writerintro?personId=PER1129
